easting,northing,percent
536822,227057,70
541638,393871,90
440814,533224,42.7
316186,133464,99
264324,122982,82.00001
363070,165677,83
194064,69914,47.9
602221,310969,42.7
542527,268054,76.2
381701,179374,78
407798,418509,95
385767,383397,98
468814,156044,80
368034,224960,43
249431,186042,72
430113,359718,42.7
473167,151541,97.2
261877,265793,97.5
558696,121808,99
152040,963164,87
163783,35697,98
533931,185586,91
592805,174548,87.2
503630,181252,68.37
338940,247034,67
492029,214602,48
369326,199135,54
357484,219330,83.7
378570,247680,101
471550,349600,42.7
306845,190389,60
406189,289457,45.682
336121,326649,93.65
401990,209664,27
440885,188396,89.3
541189,113363,90
385965,436964,40
385341,318962,65
418712,500407,89.3
243127,627104,64.37
432771,147505,14
396377,270267,74.3
353799,173737,87
206925,559903,73.6
561223,228709,43
489867,419757,62.078
594940,306564,67
529971,424638,60
326328,664829,76.1
514036,187388,90
278803,40540,72.45
272445,699143,73
261782,302106,86.4
326526,133645,36.9
432332,231212,99
249275,187854,67
475719,107469,80
413708,413911,78.6
514504,457973,64.3
611266,306183,75
244115,193344,40.3
371849,162810,64
395870,396355,89
320707,182444,72.4
619696,304154,46
453066,426856,68
178410,225038,89
368261,431502,75
301420,660422,78
370245,154667,99
260864,358497,80
490550,132751,67
378393,407215,57
302488,319195,78
521949,331177,85
377400,252038,87.3
405299,311685,63
362096,674156,74.8
181721,711522,95
467324,273240,83.7
559476,147954,70
410265,440435,61
599277,163120,6
503596,252779,14
305218,121418,98.76
551954,161620,101
431672,213856,79
534955,182742,43
389219,393156,95
517713,213946,82
304826,302841,43
392036,386992,73.6
249608,382685,98
328961,282630,73.6
559965,127752,99
240987,69665,82.54
241577,69091,83
515018,308096,90
363395,534092,73
455851,142261,90
565111,204422,74
238781,208888,87.4
461985,406731,14
214563,73354,72
356431,328817,99
381523,426470,86
530991,280943,73
508011,453873,84.7
561728,113481,98.4
199571,50485,88.2
617959,165139,42.7
311758,851912,96.3
335763,163009,42.7
493063,339678,87
197957,228983,43
357755,234585,82
459332,435682,88.2
373404,295324,99
364770,254321,78
334617,950568,78
437281,363298,76
502444,104767,83
406212,642697,73
406372,240128,83.6
453220,201513,43
87207,856348,42.7
332858,552446,87
369846,72544,52.4
426393,561599,72
252138,661308,80
528131,189140,71
470902,354829,98.76
408524,573170,14
292028,170587,90
388006,826384,87.3
353610,743226,87
563348,238026,43
254705,189790,83
349427,259623,14
275204,846681,87.3
390857,300292,90
331677,485934,68
403605,189541,47.28
341489,557072,30
431590,408815,90
343931,812906,57
449698,1158132,98
387948,373727,90
320405,200967,89.268
236913,334910,62.3
354623,620309,70
355270,416748,69
522815,244338,51
502267,488416,19
352617,379825,53.25
478228,403862,80
387234,200754,80
442309,112558,83.6
425624,372492,97.3
330944,665654,67
516008,129545,101
266566,214565,94.5
594117,306693,93.7
244498,662781,90
306796,688994,78
261801,312329,42.7
600822,154062,72.4
482683,124906,43
622538,275359,42.7
612252,244965,68
264552,270235,81
339105,243284,90
341395,242530,84
565783,141907,67
351921,238264,83
428128,397903,43
450446,517463,96.75
326940,336884,90
531026,228525,86.4
429027,470191,99
329135,480604,47.3
614641,264560,63.48
259975,665666,80
289798,708932,100
310702,209460,100
364246,237665,87
353485,752798,98.23591
318590,221287,86
400912,393696,83
246584,105416,90
445862,103242,98
298868,570857,53.7
349107,260764,42.7
429216,1145458,90
475923,433546,84
357596,212687,60.78
565019,163254,87
452849,348339,53.7
306275,688240,84
242792,71706,65
374343,273618,72.9
399799,843814,43
516437,185733,68
360331,430124,14
490631,230703,78.5
329408,1028349,43
364033,375563,42
624346,317483,42
367424,415842,99
206305,64497,47.3
319651,830052,72
607960,329115,63
364456,343109,80
292000,678638,14
492886,176420,79
502674,211108,43
604348,138049,84
194061,216588,96
384778,266443,66.67
420396,421391,90
400593,408140,95
430276,435870,43
327683,117795,72
379753,459837,76
447760,382925,84
365331,226993,80
252841,625878,42.7
363642,229402,101
425395,440645,85
601621,231447,63
335754,724599,85
283613,356151,75
556616,225046,73
382709,258398,27.5
420219,279397,95
466283,384415,90
463509,347737,87.4
619406,235216,43
633123,164465,68.27
517807,195274,97.356186
360714,232177,57.3
510926,373165,42.7
577414,257376,76
566866,209753,65.33
323508,214154,79.48
282218,639869,68.27
600424,253394,80
419765,235696,80
332961,155576,80
447105,204401,47
264956,193526,43
428775,563420,82.7
441754,305639,68.27
309418,172004,90
441857,100434,43
484885,142399,66
382887,365643,74.5
408720,473411,41
320601,118698,98.5
258240,845181,92.3
445646,127650,94.623
554522,248590,43
560501,140178,85
211715,775699,87.3
495719,147674,86
589155,266999,14
448264,338163,82
505065,314009,87
449075,294708,80
423862,218800,76.7
519822,162168,83
457053,130268,68.27
259782,370932,78
344883,307449,92.5
436774,1189342,85.3
328685,326922,72.4
194283,56174,30
255406,342465,78
317824,696035,47.5
288639,723656,42.7
296854,255738,83
525332,401912,88
435829,200921,84
508696,381993,42.7
555081,320305,75
467615,489423,68.2
389943,293755,20
329414,194938,98
373321,163552,99
506241,230679,36.75
528363,179760,77.963
573988,140266,72
418604,318661,68.27
406738,157224,95
369335,105301,93
425850,569129,80
386660,354260,87
351612,142137,101
259312,279845,60
397183,402325,43
593039,154654,60
383597,314019,67
549955,306194,53
234970,77721,60
513267,454324,80
544222,207268,76
366187,173611,62
277363,40093,85
346698,561109,90
301853,714474,87
297323,290947,73.6
265572,962996,93
437980,484829,94
467924,467600,98
407330,162139,43
461364,255016,68.27
252741,828809,75
481229,490468,68
197526,779276,30
254452,66207,79
309961,277974,80
481848,237492,58.7
431233,516067,98
291587,810752,98
394574,258459,68.27
347639,431153,76
457769,118383,98
266137,659593,55
350808,555061,98
349311,341162,87
561266,166209,68.27
546245,208066,94
228917,674645,86
318183,330378,37
394695,343531,89
262023,859281,42.7
334283,667226,68
517724,147688,46.83
469133,171983,88
427945,397532,63
384818,246380,73.26
307265,725748,73.6
381441,162411,90
450550,86430,86.43
359373,151468,78
304491,206867,39.6
394687,410026,56.9
551986,103277,80
329565,107589,101
335373,558423,87.2
587590,116264,94
270212,854933,67
488710,280765,47.63
448051,396961,67
291914,146760,88.2
579585,166505,43
565748,148117,80
438065,516282,73.6
534954,202419,78
327704,264862,78.5
430742,419517,74
492836,151349,86
374012,440806,88.2
382154,157270,63
288725,904506,56.3
413947,412667,75
400246,231514,68
503466,427130,37
358827,307389,101
357233,116729,82
511624,345247,67
559098,200263,65
612234,337129,87
229353,212399,45
395480,416473,43
331836,111346,79
333522,353099,98
462644,193407,89
433572,385757,101
467280,99225,64
395498,404869,60
115572,849346,60
621887,307908,85
373056,306759,88.2
485339,93246,43
605661,145713,98
364138,863892,42
201163,225762,14
445790,393791,67.5
377014,289192,78.5
460329,228823,75
337491,817093,38
265174,104668,47
219277,98042,78
500991,457973,78.3
618343,334211,88.2
325015,475794,60
555885,162070,76.4
565727,167721,82.7
593826,265869,85
313757,723563,98.6
380303,121556,76.43
374196,329589,59
373472,257965,98
538701,341570,89.3
352912,422839,87
350738,430064,93
427054,439817,95
337541,210994,59.2
502921,102092,43
156036,827902,97
418182,489703,43.78
562686,252235,97.5
458309,79835,101
306727,207729,80
305663,206628,35
342894,661582,97.345
331841,567271,83
368298,361378,79
226608,91085,80
335612,439468,87.35
358980,266313,73.58
392744,266690,50
350108,212385,84
545592,132610,95
441069,347351,69
369743,91334,68.27
349656,116983,80
424329,374504,77
446925,399954,76
503268,270871,57
186487,642303,42.7
364861,108620,69
431613,517929,47
599079,290387,43
298231,204199,83
393062,416220,68.7
415351,146659,71
344847,545239,86
355976,394210,75
409102,428697,97.6
427274,279842,52
367267,375140,68.27
246025,123826,95
483745,336214,56.39
458126,81198,80
480757,199728,74
292149,182561,42
344752,93010,43
145486,28602,86
254829,108239,68.27
330914,358332,82.2
262735,111302,42.7
313606,308738,14
323736,364007,74.9
615975,339968,86
234107,678129,87.49
404086,236363,78
616831,282458,68.27
316663,525465,46
292521,138854,72
448804,518036,42.7
400806,254900,72
404092,103254,64
172443,15718,78
431247,360611,44.72
605972,136198,71.73
366283,400899,37
479022,287360,68.27
368038,555725,56.4
446522,289820,83
366984,118940,42.7
449070,204832,82.3
448118,191249,84
595469,248468,95
376429,181114,99
224378,607673,68.27
511897,230360,84
338182,487044,43
159233,835961,47.68
407593,561539,68.27
497524,484314,69
482704,240605,68.27
391730,803680,43
294653,676810,33
317394,115867,85
435010,436726,99
281070,637396,67.79
583598,271168,42.7
439374,84211,97
509147,168128,68.27
501072,218022,42.7
447495,346062,83
337964,338749,76.2
513475,145536,43.7
477953,479437,83
551575,202572,85
388537,202584,72
429496,558308,43
165242,42375,94.7
259255,668223,94.7
339847,303559,68.27
330499,125686,80
379862,329046,63
315901,184888,42
437722,388515,78
331296,477634,99
248236,131137,80
489385,98508,68.27
318431,234217,82.7
572005,238850,65
517068,222983,101
520700,178485,67
359377,118556,43
389731,299736,58
602343,248978,68.27
388734,415613,68
343408,339675,90
574760,239553,14
304714,141154,78.9
380017,164266,42.7
566477,173277,100
400993,292531,68.5
486620,278753,79.45
418984,160674,88
396249,317698,89.3
574628,193496,87.967
377947,121488,46.5
594323,242203,39
334425,188624,43
400960,99987,83
521347,206345,90
402651,347567,70
556283,316902,89.7
439025,310779,64.3
512491,223276,68.27
418304,345634,70
351187,107347,42.7
450698,323436,64
376544,322080,43
622129,324438,90
579947,224936,68.27
322237,386892,70.5
498941,202005,93.87363
469821,112563,90
273022,567079,42.7
249201,658379,86.37
302644,669055,74.5
488089,132965,68.27
431732,376422,42.7
543368,191415,66
368866,764368,101
126766,843318,76
378108,283059,47
499651,159208,80
600576,162982,95
440295,467839,99
367814,194178,87.3
553547,258723,64.3
369942,202049,68.27
535063,400676,80
369515,362922,38
638291,265640,74
516876,227532,42.7
441243,415518,70
345484,163158,48
500542,315905,43
315762,720096,87.28
398640,81393,96
563556,162990,99
490057,178733,68
608310,141444,70
346376,674426,68.27
636683,167842,50
401394,293368,42.7
264431,282943,76
348817,443149,99
287182,378326,62.3
315188,133278,87
203696,53064,43
282148,184518,76
354742,553064,68.27
444344,296747,80
283042,679441,43
590775,166263,40
440798,561943,83
226206,676024,63
533583,237251,42.7
418205,556510,42.7
517667,215696,95
297983,750606,98
414859,252184,50
652584,286897,80
487219,462322,99
101045,909247,99
425380,418585,92
330417,551146,68
386668,423986,68.27
250327,80049,78
619490,303172,73.59
235425,251972,23
572803,222617,43
382695,448803,78
593419,313586,56.2
337083,108443,90
455454,92456,79.48
390139,459110,14
258361,664702,61
381143,402194,42.7
284025,46947,84
364990,620578,82.7
381751,169406,62.9
465313,164624,14
316880,201317,43
397250,400126,42.7
311948,552530,88.273
320069,343269,86
642240,280244,72
311584,967481,47.258
499571,278668,80
378021,232662,0.01
397014,402566,43
328991,198407,84.7
461025,159759,90
358266,416146,47
309612,725315,43
302789,832233,47
464145,411943,98
552140,172708,78
352117,320064,87
311726,688089,14
627553,284498,87.65379
381147,356061,55.65
378694,312918,82.8
246879,662309,80
426823,291455,84
598910,147315,42.7
390106,446045,42.7
402984,571879,62
417824,442096,78
412814,286041,98
503560,294493,90
397326,845876,83.74
350555,228322,101
556574,148763,95
593952,119106,95
316822,141371,70
599472,305784,62.7
599851,319959,42
271387,231464,42
391860,249375,43
475942,253035,46
384451,218945,78
364033,333889,60
368842,175166,81
552224,135292,39
467208,316108,72
591442,260174,98
274274,906813,43
347801,568122,42
438161,431740,60
428416,493211,47.2
335099,158780,81
578808,127701,90
438226,373724,42.7
566161,149973,93
212936,53007,75
374796,234138,73.5
434426,147500,76
457393,216104,42.7
356005,218463,63.45
528426,179151,43
534803,257118,72
109906,888951,37
385772,407033,97.348
323738,856878,42.7
252622,846361,34.7
460069,167254,95
491480,302907,94.5
367112,329182,76.43
396194,458888,60
394285,282294,79
397945,348565,97.3
374193,109537,80
371319,333961,101
572038,110687,65.7
459819,468409,88.2
417655,543810,82.5
252921,365420,26.8
265803,672087,47
533271,195220,100
267166,849548,73
523697,374487,73.6
549597,152136,89
419088,425069,95
636137,267232,95
530042,175570,98
411306,312222,98
473814,225604,73.4
412388,844259,101
319512,209965,95
441591,411039,75
368474,372979,76
359566,216876,87.7
614439,230793,42.7
238286,235326,83
566511,245030,87.4
473893,177115,67.5
506157,233915,73
262272,330809,73
191607,870330,13
449713,82444,99
319842,548838,99
205716,239107,63.74
255654,326709,70
475076,180778,82
344505,252762,37
227703,78608,97.3
359631,329512,62
299396,662754,68
423928,114124,75
551824,221470,90
447341,139606,68.27
423622,553168,47
515007,140595,95
613039,319463,90
245534,636828,87
504286,463222,34
403231,624942,87
221345,336047,47.3
328947,697537,42.7
483042,236248,97
393131,297932,85
527863,148097,75
478901,302340,85
244984,193066,43
471189,471224,47
506780,237878,80
347973,459383,42.7
216247,96908,80
520385,446619,14
473718,227359,82.7
160342,28667,43
311655,206212,89.71
539083,179923,62.8
374048,387897,41
433969,255847,41
254855,667331,41
381698,326291,94.5
564921,112033,83.7
624259,307119,65
245316,53330,43
313720,142696,63
342939,123491,74.6
352662,212518,88.7
415404,188511,93
344805,217339,92
399507,280524,61
257470,897575,73.8
182095,47428,97.356186
438887,362397,99.9
247182,114581,99
239155,614666,78
489920,439230,37.5
534097,203297,83
420264,94036,78
488206,427294,68.27
357503,267322,80
388897,283123,87
217870,243690,42.7
390467,206012,90
516855,368888,63
400903,230356,99
462032,340348,42.7
523757,213205,67
297446,668924,86
382816,352487,67
384440,406126,68.27
283502,380440,80
309687,99412,94.6
